(['西藏', '文化'], 207)
(['孩子', '孩子们'], 28)
(['遗产', '非物质'], 28)
(['文化', '遗产', '非物质'], 28)
(['西藏', '旅游'], 28)
(['学生', '教学'], 28)
(['佛教', '艺术'], 27)
(['孩子', '老师'], 27)
(['工作', '民族'], 27)
(['西藏', '考试'], 27)
(['西藏', '考生'], 27)
(['西藏', '保护'], 26)
(['西藏', '项目'], 26)
(['藏族', '艺术'], 26)
(['中国', '研究'], 26)
(['学生', '民族'], 26)
(['文化', '格萨尔'], 26)
(['西藏', '自治区'], 26)
(['西藏', '建设'], 26)
(['高校', '招聘会'], 26)
(['考生', '考场'], 26)
(['民族', '发展'], 25)
(['文化', '西藏', '唐卡'], 25)
(['西藏', '绘画'], 25)
(['文化', '建设'], 25)
(['西藏', '藏语'], 25)
(['西藏', '藏学'], 25)
(['考试', '人员'], 25)
(['考试', '招生'], 25)
(['学生', '小学'], 25)
(['佛教', '中国'], 24)
(['西藏', '国家'], 24)
(['文化', '艺术', '唐卡'], 24)
(['患者', '治疗'], 24)
(['格萨尔', '史诗'], 24)
(['西藏', '藏医'], 24)
(['工作', '会议'], 24)
(['考试', '高考'], 24)
(['学生', '安全'], 24)
(['西藏', '招生'], 24)
(['工作', '考生'], 24)
(['考生', '志愿'], 24)
(['考生', '专业'], 23)
(['艺术', '绘画'], 23)
(['教育', '民族'], 23)
(['西藏', '阿里'], 23)
(['工作', '援藏'], 23)
(['就业', '企业'], 23)
(['教师', '乡村'], 23)
(['学生', '家长'], 23)
(['毕业生', '高校', '招聘会'], 23)
(['工作', '招聘会'], 23)
(['招聘会', '岗位'], 23)
(['西藏', '中学'], 23)
(['西藏', '文物'], 22)
(['中国', '艺术'], 22)
(['西藏', '老师'], 22)
(['学校', '老师'], 22)
(['文化', '历史'], 22)
(['西藏', '人民'], 22)
(['格萨尔', '说唱'], 22)
(['藏医', '藏医药'], 22)
(['藏族', '地区'], 22)
(['西藏', '西藏班'], 22)
(['中国', '藏学'], 22)
(['项目', '创业'], 22)
(['工作', '安全'], 22)
(['就业', '工作', '毕业生'], 22)
(['毕业生', '工作', '高校'], 22)
(['活动', '中国'], 21)
(['工作', '发展'], 21)
(['工作', '保护'], 21)
(['西藏', '记者'], 21)
(['活动', '实践'], 21)
(['唐卡', '画师'], 21)
(['藏族', '高原'], 21)
(['工作', '建设'], 21)
(['活动', '青少年'], 21)
(['西藏', '北京'], 21)
(['医院', '患者'], 21)
(['就业', '人员'], 21)
(['工作', '教师'], 21)
(['专业', '招生'], 21)
(['教育', '拉萨'], 20)
(['西藏', '藏戏'], 20)
(['文化', '作品'], 20)
(['学生', '孩子们'], 20)
(['西藏', '人才'], 20)
(['文化', '研究'], 20)
(['西藏', '创作'], 20)
(['活动', '拉萨市'], 20)
(['就业', '拉萨市'], 20)
(['西藏', '学生', '大学'], 20)
(['西藏', '吐蕃'], 20)
(['研究', '西藏', '藏学'], 20)
(['创业', '大学生'], 20)
(['学校', '安全'], 20)
(['活动', '教师'], 20)
(['考生', '成绩'], 20)
(['高校', '岗位'], 20)
(['考试', '资格'], 20)
(['乡村', '马云'], 20)
(['地区', '阿里'], 19)
(['文化', '史诗'], 19)
(['考试', '时间'], 19)
(['文化', '产业'], 19)
(['拉萨', '学校'], 19)
(['活动', '学校'], 19)
(['教育', '援藏'], 19)
(['教师', '援藏'], 19)
(['拉萨', '八廓街'], 19)
(['民族', '大学'], 19)
(['研究', '中国', '藏学'], 19)
(['高校', '招生'], 19)
(['工作', '招生'], 19)
(['拉萨', '小学'], 19)
(['活动', '宣传'], 19)
(['工作', '包虫病'], 19)
(['毕业生', '高校', '岗位'], 19)
(['就业', '毕业生', '岗位'], 19)
(['资源', '人力'], 19)
(['考试', '考场'], 19)
(['保护', '文物'], 18)
(['佛教', '大师'], 18)
(['工作', '培训'], 18)
(['学生', '记者'], 18)
(['文化', '藏文'], 18)
(['就业', '自治区'], 18)
(['格萨尔', '艺人'], 18)
(['作品', '创作'], 18)
(['西藏', '医院'], 18)
(['民族', '学校'], 18)
(['文化', '地区'], 18)
(['安全', '食品'], 18)
(['学校', '教学'], 18)
(['考试', '进行'], 18)
(['学生', '家庭'], 18)
(['西藏', '林芝'], 18)
(['创业', '青年'], 18)
(['招聘会', '企业'], 18)
(['西藏', '政策'], 18)
(['工作', '就业', '高校'], 18)
(['毕业生', '招聘'], 18)
(['文化', '演出'], 17)
(['唐卡', '作品'], 17)
(['民族', '国家'], 17)
(['大学', '专业'], 17)
(['考试', '专业'], 17)
(['学生', '藏族'], 17)
(['工作', '群众'], 17)
(['西藏', '藏历'], 17)
(['西藏', '建筑'], 17)
(['藏文', '书法'], 17)
(['工作', '自治区'], 17)
(['学校', '拉萨市'], 17)
(['藏族', '生活'], 17)
(['教师', '教育', '教学'], 17)
(['西藏', '寺院'], 17)
(['考生', '进行'], 17)
(['工作', '大学'], 17)
(['考生', '人员'], 17)
(['工作', '防治'], 17)
(['包虫病', '防治'], 17)
(['拉萨', '考生'], 17)
(['毕业生', '工作', '就业', '高校'], 17)
(['教师', '马云'], 17)
(['西藏', '文化', '发展'], 16)
(['文化', '藏戏'], 16)
(['工作', '普查'], 16)
(['藏族', '传统'], 16)
(['文化', '群众'], 16)
(['西藏', '壁画'], 16)
(['中国', '唐卡'], 16)
(['保护', '遗产'], 16)
(['西藏', '世界'], 16)
(['西藏', '人们'], 16)
(['西藏', '音乐'], 16)
(['毕业生', '自治区'], 16)
(['保护', '生态'], 16)
(['西藏', '故事'], 16)
(['唐卡', '画派'], 16)
(['西藏', '社会'], 16)
(['西藏', '精神'], 16)
(['西藏', '资源'], 16)
(['电影', '万玛'], 16)
(['毕业生', '人员'], 16)
(['西藏', '大学生'], 16)
(['拉萨市', '招聘会'], 16)
(['就业', '毕业生', '招聘会'], 16)
(['教育', '中学'], 16)
(['考试', '考点'], 16)
(['乡村', '教师', '马云'], 16)
(['西藏', '文化', '中国'], 15)
(['中国', '发展'], 15)
(['藏戏', '演出'], 15)
(['老师', '孩子们'], 15)
(['民族', '传统'], 15)
(['创业', '培训'], 15)
(['民族', '艺术'], 15)
(['拉萨', '藏族'], 15)
(['西藏', '文化', '民族'], 15)
(['活动', '民族'], 15)
(['文化', '保护', '遗产'], 15)
(['研究', '高原'], 15)
(['高原', '牦牛'], 15)
(['藏族', '宗教'], 15)
(['藏族', '历史'], 15)
(['文化', '藏族', '佛教'], 15)
(['说唱', '艺人'], 15)
(['格萨尔', '说唱', '艺人'], 15)
(['高校', '拉萨市'], 15)
(['工作', '单位'], 15)
(['学生', '工作', '学校'], 15)
(['发展', '建设'], 15)
(['电影', '导演'], 15)
(['佛教', '造像'], 15)
(['藏文', '藏语'], 15)
(['学校', '孩子'], 15)
(['拉萨', '北京'], 15)
(['西藏班', '西藏', '内地'], 15)
(['学生', '内地'], 15)
(['教育', '质量'], 15)
(['就业', '职业'], 15)
(['招生', '计划'], 15)
(['教育', '政策'], 15)
(['佛教', '蒙古'], 15)
(['工作', '高考'], 15)
(['发展', '教师'], 15)
(['西藏', '教师'], 15)
(['工作', '岗位'], 15)
(['考试', '英语'], 15)
(['考生', '考试', '考场'], 15)
(['佛教', '发展'], 14)
(['工作', '拉萨'], 14)
(['教育', '学生', '活动'], 14)
(['考试', '国家'], 14)
(['教育', '我区'], 14)
(['文化', '工作'], 14)
(['西藏', '群众'], 14)
(['西藏', '技术'], 14)
(['艺术', '壁画'], 14)
(['唐卡', '艺术', '绘画'], 14)
(['作品', '书法'], 14)
(['作品', '展览'], 14)
(['西藏', '服务'], 14)
(['发展', '产业'], 14)
(['西藏', '产业'], 14)
(['西藏', '藏医药'], 14)
(['教育', '拉萨市'], 14)
(['学生', '教育', '学校'], 14)
(['工作', '藏语'], 14)
(['发展', '地区'], 14)
(['教育', '地区'], 14)
(['佛教', '地区'], 14)
(['佛教', '活佛'], 14)
(['西藏', '教学'], 14)
(['藏戏', '表演'], 14)
(['工作', '进行'], 14)
(['工作', '干部'], 14)
(['教育', '会议'], 14)
(['西藏', '民族', '大学'], 14)
(['民族', '少数民族'], 14)
(['旅游', '林芝'], 14)
(['毕业生', '企业'], 14)
(['西藏', '图书馆'], 14)
(['就业', '政策'], 14)
(['西藏', '人员'], 14)
(['考生', '考试', '高考'], 14)
(['西藏', '创业'], 14)
(['学生', '校园'], 14)
(['活动', '小学'], 14)
(['就业', '高校', '岗位'], 14)
(['毕业生', '就业', '高校', '岗位'], 14)
(['学校', '中学'], 14)
(['考生', '笔试'], 14)
(['招聘会', '求职者'], 14)
(['招生', '志愿'], 14)
(['教育', '幼儿园'], 14)
(['教育', '义务教育'], 14)
(['考生', '职位'], 14)
(['人员', '职位'], 14)
(['考试', '公务员'], 14)
(['考生', '考点'], 14)
(['工作', '中国'], 13)
(['学校', '发展'], 13)
(['中国', '作品'], 13)
(['高校', '我区'], 13)
(['教育', '人才'], 13)
(['藏族', '研究'], 13)
(['学生', '学校', '老师'], 13)
(['西藏', '舞蹈'], 13)
(['文化', '博物馆'], 13)
(['拉萨', '大昭寺'], 13)
(['西藏', '摄影'], 13)
(['高校', '自治区'], 13)
(['考生', '自治区'], 13)
(['拉萨', '历史'], 13)
(['格萨尔', '文化', '史诗'], 13)
(['就业', '服务'], 13)
(['学生', '拉萨市'], 13)
(['项目', '建设'], 13)
(['教师', '建设'], 13)
(['文化', '民间'], 13)
(['西藏', '民间'], 13)
(['西藏', '活佛'], 13)
(['西藏', '文学'], 13)
(['老师', '教学'], 13)
(['学院', '藏医'], 13)
(['西藏', '地方'], 13)
(['就业', '援藏'], 13)
(['西藏', '进行'], 13)
(['就业', '资源'], 13)
(['援藏', '干部'], 13)
(['教育', '大学'], 13)
(['学生', '困难'], 13)
(['培训', '技能'], 13)
(['高校', '企业'], 13)
(['高校', '政策'], 13)
(['学生', '政策'], 13)
(['教育', '城关区'], 13)
(['学生', '大学生'], 13)
(['西藏', '问题'], 13)
(['工作', '问题'], 13)
(['教育', '学校', '教师'], 13)
(['教育', '宣传'], 13)
(['学校', '家长'], 13)
(['教育', '考生'], 13)
(['就业', '高校', '招聘会'], 13)
(['招聘会', '招聘'], 13)
(['学生', '西藏', '中学'], 13)
(['专业', '志愿'], 13)
(['考试', '科目'], 13)
(['工作', '活动'], 12)
(['西藏', '交流'], 12)
(['艺术', '藏戏'], 12)
(['传统', '藏戏'], 12)
(['学生', '国家'], 12)
(['文化', '传承人'], 12)
(['西藏', '大学', '专业'], 12)
(['西藏', '培训'], 12)
(['拉萨市', '培训'], 12)
(['西藏', '文化', '藏族'], 12)
(['林芝', '桃花'], 12)
(['藏族', '藏历'], 12)
(['创业', '大赛'], 12)
(['艺术', '画师'], 12)
(['西藏', '遗产'], 12)
(['研究', '藏文'], 12)
(['旅游', '游客'], 12)
(['活动', '自治区'], 12)
(['西藏', '生态'], 12)
(['西藏', '面具'], 12)
(['西藏', '中心'], 12)
(['少数民族', '汉族'], 12)
(['藏族', '服饰'], 12)
(['学校', '考试'], 12)
(['教育', '考试'], 12)
(['佛教', '学衔'], 12)
(['学校', '建设'], 12)
(['学生', '学院'], 12)
(['万玛', '导演'], 12)
(['电影', '万玛', '导演'], 12)
(['西藏', '造像'], 12)
(['学生', '青少年'], 12)
(['活动', '社会'], 12)
(['工作', '精神'], 12)
(['文化', '传承'], 12)
(['医院', '藏医'], 12)
(['西藏', '青稞'], 12)
(['招聘会', '资源'], 12)
(['西藏', '计划'], 12)
(['就业', '大学生'], 12)
(['拉萨市', '创业'], 12)
(['藏文', '文献'], 12)
(['西藏', '工作', '毕业生'], 12)
(['学校', '小学'], 12)
(['包虫病', '工作', '防治'], 12)
(['学校', '考生'], 12)
(['就业', '毕业生', '高校', '招聘会'], 12)
(['西藏', '招聘'], 12)
(['发展', '义务教育'], 12)
(['考试', '司法'], 12)
(['考试', '成人'], 12)
(['拉萨', '中国'], 11)
(['学生', '作品'], 11)
(['活动', '孩子们'], 11)
(['文化', '西藏', '保护'], 11)
(['中国', '国家'], 11)
(['工作', '我区'], 11)
(['文化', '西藏', '传统'], 11)
(['文化', '民族', '传统'], 11)
(['教师', '培训'], 11)
(['工作', '人才'], 11)
(['活动', '群众'], 11)
(['佛教', '研究'], 11)
(['学生', '孩子', '老师'], 11)
(['唐卡', '西藏', '绘画'], 11)
(['作品', '美术'], 11)
(['文化', '西藏', '遗产'], 11)
(['保护', '非物质'], 11)
(['遗产', '保护', '非物质'], 11)
(['文化', '保护', '非物质'], 11)
(['遗产', '文化', '保护', '非物质'], 11)
(['文化', '书法'], 11)
(['文化', '高原'], 11)
(['西藏', '牦牛'], 11)
(['西藏', '博物馆'], 11)
(['西藏', '游客'], 11)
(['藏族', '格萨尔'], 11)
(['文化', '音乐'], 11)
(['工作', '宗教'], 11)
(['教育', '自治区'], 11)
(['藏历', '节日'], 11)
(['西藏', '节日'], 11)
(['藏族', '人民'], 11)
(['茶马', '古道'], 11)
(['考生', '时间'], 11)
(['西藏', '图书'], 11)
(['地区', '那曲'], 11)
(['文化', '西藏', '产业'], 11)
(['拉萨', '拉萨市'], 11)
(['毕业生', '拉萨市'], 11)
(['招聘会', '单位'], 11)
(['拉萨', '考试'], 11)
(['教育', '教师', '建设'], 11)
(['佛教', '僧人'], 11)
(['工作', '古籍'], 11)
(['保护', '古籍'], 11)
(['学生', '生活'], 11)
(['西藏', '代表'], 11)
(['考试', '全国'], 11)
(['西藏', '班禅'], 11)
(['文学', '作家'], 11)
(['活动', '教学'], 11)
(['学校', '西藏班'], 11)
(['教育', '内地'], 11)
(['医院', '手术'], 11)
(['患者', '手术'], 11)
(['西藏', '学院', '藏医'], 11)
(['藏文', '文字'], 11)
(['教师', '教育', '援藏'], 11)
(['毕业生', '资源'], 11)
(['学校', '大学'], 11)
(['学生', '西藏', '教育'], 11)
(['家庭', '困难'], 11)
(['藏语', '语言'], 11)
(['活动', '图书馆'], 11)
(['工作', '基层'], 11)
(['西藏', '蒙古'], 11)
(['学生', '课堂'], 11)
(['教学', '课堂'], 11)
(['西藏', '天文'], 11)
(['民族', '问题'], 11)
(['西藏', '工作', '就业'], 11)
(['活动', '安全'], 11)
(['教育', '安全'], 11)
(['教育', '工作', '教师'], 11)
(['学生', '管理'], 11)
(['教育', '乡村'], 11)
(['学生', '高中'], 11)
(['单位', '用人'], 11)
(['考生', '高校'], 11)
(['拉萨市', '岗位'], 11)
(['就业', '人力'], 11)
(['活动', '中学'], 11)
(['人员', '笔试'], 11)
(['职位', '笔试'], 11)
(['考生', '院校'], 11)
(['人员', '公务员'], 11)
(['藏族', '发展'], 10)
(['西藏', '教育', '发展'], 10)
(['拉萨', '演出'], 10)
(['文化', '交流'], 10)
(['学校', '孩子们'], 10)
(['文化', '文物'], 10)
(['西藏', '普查'], 10)
(['教育', '项目'], 10)
(['工作', '专业'], 10)
(['就业', '创业', '培训'], 10)
(['教育', '培训'], 10)
(['文化', '藏族', '艺术'], 10)
(['专业', '人才'], 10)
(['拉萨', '记者'], 10)
(['西藏', '中国', '研究'], 10)
(['藏医药', '藏药'], 10)
(['文化', '艺术', '西藏', '唐卡'], 10)
(['藏族', '唐卡'], 10)
(['唐卡', '艺术', '画师'], 10)
(['佛教', '建筑'], 10)
(['藏族', '藏文'], 10)
(['佛教', '藏文'], 10)
(['地区', '高原'], 10)
(['藏族', '牦牛'], 10)
(['拉萨', '游客'], 10)
(['西藏', '达赖'], 10)
(['藏族', '音乐'], 10)
(['佛教', '西藏', '宗教'], 10)
(['文化', '自治区'], 10)
(['毕业生', '就业', '自治区'], 10)
(['佛教', '历史'], 10)
(['研究', '历史'], 10)
(['中国', '历史'], 10)
(['建筑', '民居'], 10)
(['活动', '旅游'], 10)
(['发展', '旅游'], 10)
(['旅游', '鲁朗'], 10)
(['医院', '人民'], 10)
(['建设', '服务'], 10)
(['文化', '服务'], 10)
(['史诗', '说唱'], 10)
(['格萨尔', '史诗', '说唱'], 10)
(['拉萨', '比赛'], 10)
(['昌都', '昌都市'], 10)
(['西藏', '电影'], 10)
(['医院', '藏医药'], 10)
(['学生', '西藏', '学校'], 10)
(['大学', '学院'], 10)
(['西藏', '纪录片'], 10)
(['西藏', '古籍'], 10)
(['藏族', '藏语'], 10)
(['工作', '地区'], 10)
(['拉萨', '生活'], 10)
(['西藏', '全国'], 10)
(['佛教', '社会'], 10)
(['藏族', '社会'], 10)
(['文化', '社会'], 10)
(['工作', '全区'], 10)
(['学生', '工作队'], 10)
(['活动', '主题'], 10)
(['西藏', '阳光'], 10)
(['招生', '内地'], 10)
(['舞蹈', '表演'], 10)
(['毕业生', '援藏'], 10)
(['就业', '毕业生', '援藏'], 10)
(['活动', '儿童'], 10)
(['西藏', '干部'], 10)
(['西藏', '卓玛'], 10)
(['工作', '教育', '会议'], 10)
(['西藏', '寺庙'], 10)
(['西藏', '工作', '大学'], 10)
(['考试', '大学'], 10)
(['就业', '农牧民'], 10)
(['培训', '农牧民'], 10)
(['西藏', '中央'], 10)
(['佛教', '吐蕃'], 10)
(['西藏', '歌舞'], 10)
(['活动', '社区'], 10)
(['工作', '职业'], 10)
(['西藏', '中国', '藏学'], 10)
(['西藏', '青年'], 10)
(['项目', '青年'], 10)
(['毕业生', '高校', '企业'], 10)
(['就业', '高校', '政策'], 10)
(['创业', '政策'], 10)
(['拉萨', '高考'], 10)
(['拉萨', '创业'], 10)
(['西藏', '萨迦'], 10)
(['学校', '学生', '教师'], 10)
(['教育', '发展', '教师'], 10)
(['学生', '知识'], 10)
(['教育', '招生'], 10)
(['学校', '招生'], 10)
(['考试', '成绩'], 10)
(['活动', '家长'], 10)
(['教育', '家长'], 10)
(['安全', '家长'], 10)
(['西藏', '工作', '高校'], 10)
(['招聘会', '毕业生', '岗位'], 10)
(['民族', '中学'], 10)
(['岗位', '求职者'], 10)
(['工作', '求职者'], 10)
(['学校', '特殊教育'], 10)
(['考生', '分数线'], 10)
(['国家', '司法'], 10)
(['考试', '国家', '司法'], 10)
(['高考', '考点'], 10)
(['拉萨', '考点'], 10)
(['政策', '三包'], 10)
(['藏族', '中国'], 9)
(['西藏', '民族', '发展'], 9)
(['教育', '工作', '发展'], 9)
(['西藏', '演出'], 9)
(['西藏', '工作', '保护'], 9)
(['就业', '我区'], 9)
(['毕业生', '我区'], 9)
(['高校', '毕业生', '我区'], 9)
(['工作', '文物'], 9)
(['自治区', '项目'], 9)
(['文化', '技艺'], 9)
(['民族', '专业'], 9)
(['班禅', '大师'], 9)
(['马云', '申报'], 9)
(['人员', '培训'], 9)
(['学校', '培训'], 9)
(['旅游', '桃花'], 9)
(['林芝', '旅游', '桃花'], 9)
(['培训', '群众'], 9)
(['演出', '观众'], 9)
(['西藏', '科技'], 9)
(['学生', '实践'], 9)
(['教师', '老师'], 9)
(['民族', '唐卡'], 9)
(['拉萨', '唐卡'], 9)
(['西藏', '艺术', '绘画'], 9)
(['项目', '大赛'], 9)
(['西藏', '画师'], 9)
(['唐卡', '西藏', '画师'], 9)
(['文化', '舞蹈'], 9)
(['拉萨', '民族'], 9)
(['西藏', '学生', '民族'], 9)
(['文化', '学生'], 9)
(['工作', '藏文'], 9)
(['西藏', '父亲'], 9)
(['文化', '宗教'], 9)
(['作品', '摄影'], 9)
(['西藏', '展览'], 9)
(['学生', '自治区'], 9)
(['民族', '佛教'], 9)
(['保护', '动物'], 9)
(['工作', '服务'], 9)
(['小学', '中心'], 9)
(['学生', '比赛'], 9)
(['藏族', '电影'], 9)
(['自治区', '医院'], 9)
(['高校', '毕业生', '拉萨市'], 9)
(['中国', '学衔'], 9)
(['教育', '工作', '学校'], 9)
(['工作', '学院'], 9)
(['服务', '志愿者'], 9)
(['寺庙', '僧人'], 9)
(['艺术', '造像'], 9)
(['西藏', '藏文', '藏语'], 9)
(['民族', '地区'], 9)
(['西藏', '部队'], 9)
(['拉萨市', '青少年'], 9)
(['艺术', '民间'], 9)
(['藏族', '民间'], 9)
(['班禅', '一世'], 9)
(['学生', '社会'], 9)
(['地区', '山南'], 9)
(['教师', '学校', '教学'], 9)
(['西藏', '诗歌'], 9)
(['佛教', '密宗'], 9)
(['教育', '西藏班'], 9)
(['建筑', '寺院'], 9)
(['西藏', '桑耶寺'], 9)
(['高校', '援藏'], 9)
(['糌粑', '青稞'], 9)
(['高校', '资源'], 9)
(['西藏', '合作'], 9)
(['活动', '少年'], 9)
(['教育', '家庭'], 9)
(['西藏', '会议'], 9)
(['西藏', '教育', '大学'], 9)
(['学生', '工作', '教育'], 9)
(['工作', '情况'], 9)
(['西藏', '基金会'], 9)
(['藏族', '吐蕃'], 9)
(['英语', '语言'], 9)
(['人员', '部门'], 9)
(['创业', '项目', '青年'], 9)
(['活动', '青年'], 9)
(['工作', '企业'], 9)
(['毕业生', '政策'], 9)
(['高校', '毕业生', '政策'], 9)
(['就业', '毕业生', '政策'], 9)
(['高校', '就业', '毕业生', '政策'], 9)
(['地区', '蒙古'], 9)
(['自治区', '人员'], 9)
(['教师', '课堂'], 9)
(['活动', '课堂'], 9)
(['学生', '高考'], 9)
(['考试', '工作', '高考'], 9)
(['活动', '大学生'], 9)
(['大学', '大学生'], 9)
(['研究', '文献'], 9)
(['学生', '就业'], 9)
(['工作', '学校', '安全'], 9)
(['教育', '办学'], 9)
(['学校', '校园'], 9)
(['西藏', '校园'], 9)
(['活动', '校园'], 9)
(['文化', '校园'], 9)
(['项目', '资金'], 9)
(['学校', '管理'], 9)
(['考生', '信息'], 9)
(['考生', '毕业生'], 9)
(['西藏', '经济'], 9)
(['考生', '工作', '招生'], 9)
(['教师', '小学'], 9)
(['教育', '小学'], 9)
(['患儿', '先心病'], 9)
(['考生', '家长'], 9)
(['考生', '体检'], 9)
(['考生', '高中'], 9)
(['西藏', '高中'], 9)
(['工作', '拉萨市', '招聘会'], 9)
(['招聘会', '人力'], 9)
(['毕业生', '西藏', '招聘'], 9)
(['单位', '求职者'], 9)
(['西藏', '子女'], 9)
(['西藏', '志愿'], 9)
(['活动', '师生'], 9)
(['教育', '发展', '义务教育'], 9)
(['大学', '英语'], 9)
(['西藏', '学科'], 9)
(['安全', '交通'], 9)
(['教育', '党员'], 9)
(['西藏', '民族', '中国'], 8)
(['西藏', '文化', '拉萨'], 8)
(['西藏', '文化', '活动'], 8)
(['西藏', '时期'], 8)
(['西藏', '阿旺'], 8)
(['西藏', '唐卡', '作品'], 8)
(['西藏', '中国', '作品'], 8)
(['古籍', '普查'], 8)
(['西藏', '文化', '项目'], 8)
(['工作', '项目'], 8)
(['研究', '项目'], 8)
(['唐卡', '技艺'], 8)
(['传统', '技艺'], 8)
(['唐卡', '传承人'], 8)
(['人员', '专业'], 8)
(['高校', '专业'], 8)
(['西藏', '大师'], 8)
(['乡村', '申报'], 8)
(['马云', '乡村', '申报'], 8)
(['教师', '申报'], 8)
(['马云', '教师', '申报'], 8)
(['艺术', '传统'], 8)
(['佛教', '传统'], 8)
(['文化', '藏族', '传统'], 8)
(['唐卡', '传统'], 8)
(['西藏', '中国', '艺术'], 8)
(['藏族', '群众'], 8)
(['就业', '群众'], 8)
(['大学', '研究'], 8)
(['藏医', '藏药'], 8)
(['教育', '实践'], 8)
(['学生', '西藏', '老师'], 8)
(['教育', '老师'], 8)
(['艺术', '中国', '唐卡'], 8)
(['佛教', '唐卡'], 8)
(['文化', '绘画'], 8)
(['作品', '绘画'], 8)
(['活动', '学生', '民族'], 8)
(['文化', '建筑'], 8)
(['西藏', '美术'], 8)
(['西藏', '非物质'], 8)
(['遗产', '西藏', '非物质'], 8)
(['文化', '西藏', '非物质'], 8)
(['遗产', '文化', '西藏', '非物质'], 8)
(['教育', '基地'], 8)
(['西藏', '基地'], 8)
(['中国', '佛学院'], 8)
(['佛教', '佛学院'], 8)
(['文化', '牦牛'], 8)
(['藏族', '图案'], 8)
(['藏族', '人们'], 8)
(['藏族', '酥油'], 8)
(['酥油', '酥油花'], 8)
(['中国', '宗教'], 8)
(['佛教', '藏族', '宗教'], 8)
(['艺术', '展览'], 8)
(['毕业生', '高校', '自治区'], 8)
(['西藏', '有限公司'], 8)
(['生活', '老人'], 8)
(['西藏', '文化', '历史'], 8)
(['传统', '节日'], 8)
(['藏族', '民居'], 8)
(['拉萨', '旅游'], 8)
(['鲁朗', '小镇'], 8)
(['旅游', '小镇'], 8)
(['鲁朗', '旅游', '小镇'], 8)
